"name","brewery_type","address","address2","phone","website","pull_date"
"Kickback Brewery","Type: Micro","934 Osgood Hill Rd ","Westford, VT 05494-9740 | Map","Phone: (802) 999-4997","www.kickbackbrewery.com",2018-10-30
"Kickstand Brewing Co","Type: Brewpub","3050 Union Lake Rd Ste 4A ","Commerce Township, MI 48382-4543 | Map","Phone: (248) 301-5941","www.kickstandbrewingco.com",2018-10-30
"Kiitos Brewing","Type: Micro","608 W 700 S ","Salt Lake City, UT 84104-1016 | Map","Phone: (801) 201-3942","www.kiitosbrewing.com",2018-10-30
"Killington Beer Company","Type: Micro","53 Village Circle Rd ","Killington, VT 05751 | Map","Phone: (833) 522-2337","www.killingtonbeercompany.com",2018-10-30
"Kills Boro Brewing Company","Type: Micro","62 Van Duzer St ","Staten Island, NY 10301-3226 | Map","Phone: (347) 277-8680","www.killsboro.com",2018-10-30
"Kilowatt Brewing","Type: Micro","7576 Clairemont Mesa Blvd ","San Diego, CA 92111-1504 | Map","Phone: (858) 715-3998","www.kilowatt.beer",2018-10-30
"Kilstone Brewing","Type: Micro","764 34th St N Unit R ","Fargo, ND 58102-3097 | Map","Phone: (701) 893-5224","www.kilstonebrewing.com",2018-10-30
"Kilt Check Brewing Co","Type: Micro","4814 Hardware Dr NE ","Albuquerque, NM 87109 | Map","Phone: (505) 881-0234","www.draftykiltbrewingco.com",2018-10-30
"Kind Beer Distributing","Type: Contract","6014 McDaniel Ln Ste C ","Charlotte, NC 28213-7351 | Map","Phone: (910) 515-4140","www.kindbeers.com",2018-10-30
"Kindred Beer","Type: Micro","750 Cross Pointe Rd Unit I and J ","Columbus, OH 43230 | Map","Phone: (614) 626-4341","www.kindredbeer.com",2018-10-30
"Kindred Beer","Type: Micro","505 Morrison Rd ","Columbus, OH 43230 | Map","Phone: (614) 528-4341",NA,2018-10-30
"Kindred Brewing","Type: Planning"," ","Columbus, OH 43214",NA,NA,2018-10-30
"Kindred Spirit Brewing","Type: Brewpub","12830 West Creek Pkwy Ste J ","Richmond, VA 23238-1126 | Map","Phone: (804) 708-0309","www.kindredspiritbrewing.com",2018-10-30
"Kinematic Brewing Company","Type: Micro","635 State Highway 46 E Ste 207 ","Boerne, TX 78006-6010 | Map",NA,NA,2018-10-30
"King Canary Brewing Company","Type: Micro","562 Williamson Rd ","Mooresville, NC 28117-9186 | Map",NA,"www.kingcanarybrewing.com",2018-10-30
"King Cong Brewing Company","Type: Micro","1709 del Paso Blvd ","Sacramento, CA 95815-3016 | Map","Phone: (916) 514-8041",NA,2018-10-30
"King Harbor Brewing Co","Type: Micro","2907 182nd St ","Redondo Beach, CA 90278-3922 | Map","Phone: (310) 542-8657","www.kingharborbrewing.com",2018-10-30
"King Street Brewing Co","Type: Micro","9050 King Street ","Anchorage, AK 99515 | Map","Phone: (907) 336-5464","www.kingstreetbrewing.com",2018-10-30
"Kingdom Brewing","Type: Micro","1876 Vt Route 105 ","Newport, VT 05855-9915 | Map","Phone: (802) 334-7096","www.kingdombrewingvt.com",2018-10-30
"Kings & Convicts Brewing","Type: Micro","523 Bank Ln ","Highwood, IL 60040-1303 | Map","Phone: (224) 619-8102","www.kingsandconvicts.com",2018-10-30
"Kings Brewing Company","Type: Micro","8560 Vineyard Ave Ste 301 ","Rancho Cucamonga, CA 91730-4395 | Map","Phone: (909) 727-3333","www.kingsbrewingco.com",2018-10-30
"Kings County Brewers Collective","Type: Micro","381 Troutman St ","Brooklyn, NY 11237-2613 | Map","Phone: (718) 288-2891","www.kcbcbeer.com",2018-10-30
"King's Court Brewing Company","Type: Micro","40 Cannon St Ste 1 ","Poughkeepsie, NY 12601 | Map",NA,"www.kingscourtbrewingcompany.com",2018-10-30
"Kings River Brewing Company","Type: Planning"," ","Clovis, CA 93612-2825","Phone: (559) 906-0615","www.kingsriverbrewing.com",2018-10-30
"King's Road Brewing Company","Type: Micro","127 Kings Highway East ","Haddonfield, NJ 08033 | Map","Phone: (856) 427-8100","www.kingsroadbrewing.com",2018-10-30
"Kingston Standard Brewing Co.","Type: Planning"," ","Kingston, NY 12401",NA,"www.kingstonstandard.com",2018-10-30
"Kinkaider Brewing Co","Type: Micro","43860 Paulsen Rd ","Broken Bow, NE 68822-7120 | Map","Phone: (308) 872-8348","www.kinkaiderbrewing.com",2018-10-30
"Kinney Creek Brewery","Type: Micro","1016 7th St NW ","Rochester, MN 55901-2668 | Map",NA,NA,2018-10-30
"Kinslahger Brewing Company","Type: Micro","6806 Roosevelt Rd ","Oak Park, IL 60304-1905 | Map","Phone: (844) 552-4437","kinslahger.com",2018-10-30
"Kinsmen Brewing","Type: Micro","409 Canal Street ","Milldale, CT 06467 | Map","Phone: 860-578-4778","www.kinsmenbrewing.com",2018-10-30
"Kirkwood Station Brewing","Type: Brewpub","105 E Jefferson Ave ","Kirkwood, MO 63122-4025 | Map","Phone: (314) 966-2739","www.kirkwoodstationbrewing.com",2018-10-30
"Kismet Brewing Company","Type: Planning"," ","Westfield, MA 01085","Phone: (978) 995-7711","www.kismetbrewing.com",2018-10-30
"Kite Hill Brewing Company","Type: Planning"," ",",  ","Phone: (864) 650-2762",NA,2018-10-30
"Kitzingen Brewery","Type: Brewpub","1760 44th St SW Ste 8 ","Wyoming, MI 49519-6422 | Map","Phone: (616) 805-5077","www.Kitzingen-Brewery.com",2018-10-30
"Kiwi Beer Project","Type: Planning"," ",",  ","Phone: (919) 783-5895","www.kiwibeerproject.com",2018-10-30
"Klamath Basin Brewing Co","Type: Brewpub","1320 Main St ","Klamath Falls, OR 97601-5914 | Map","Phone: (541) 273-5222","www.kbbrewing.com",2018-10-30
"Klaus Brewing Company","Type: Planning"," ","Houston, TX 77065","Phone: (713) 498-5004","www.klausbrewing.com",2018-10-30
"Klockow Brewing Company","Type: Micro","36 SE 10th St ","Grand Rapids, MN 55744-3947 | Map","Phone: (218) 999-7229","www.klockowbrewing.com",2018-10-30
"Klondike Brewing Company","Type: Brewpub","365 2nd Ave ","Skagway, AK 99840 | Map","Phone: (907) 983-2778","www.klondikebeer.com",2018-10-30
"Klooz Brewz","Type: Planning"," ",",  ","Phone: (317) 801-2289",NA,2018-10-30
"Knee Deep Brewing Co.","Type: Regional","13395 New Airport Rd Ste H ","Auburn, CA 95602-7419 | Map","Phone: (530) 797-4677","www.kneedeepbrewing.com",2018-10-30
"Knotty Brewing Co.","Type: Micro","842 Market St ","San Diego, CA 92101-6425 | Map","Phone: (619) 269-4337","www.knottybrewing.com",2018-10-30
"Knotty Pine Brewing","Type: Brewpub","1765 W 3rd Ave ","Columbus, OH 43212-2769 | Map","Phone: (614) 817-1515","www.knottypinebrewing.net",2018-10-30
"Knox County Brewing Co.","Type: Micro","2900 W Main St ","Galesburg, IL 61401 | Map","Phone: (309) 318-9133","www.knoxcobrewco.com",2018-10-30
"Knucklehead Craft Brewing","Type: Brewpub","426 Ridge Rd ","Webster, NY 14580-1793 | Map","Phone: (585) 347-6236","www.knuckleheadcraftbrewing.com",2018-10-30
"KNURD Brewing Co","Type: Planning"," ","Oakmont, PA 15139-2171","Phone: (304) 550-9439","www.knurdbrewing.com",2018-10-30
"Knuth Brewing Company","Type: Brewpub","221 Watson St ","Ripon, WI 54971-1514 | Map","Phone: (920) 748-5188","www.knuthbrewingcompany.com",2018-10-30
"Kobold Brewing","Type: Micro","245 SW 6th St ","Redmond, OR 97756-2108 | Map","Phone: (541) 678-3884","www.koboldbrewing.com",2018-10-30
"Kochendorfer Craft Brewing Company","Type: Planning"," ","Marlow, OK 73055","Phone: (918) 260-1010","kochendorferbrewing.com",2018-10-30
"Kodiak Island Brewing Co, LLC","Type: Micro","117 Lower Mill Bay Rd ","Kodiak, AK 99615-6580 | Map","Phone: (907) 486-2537","www.kodiakbrewery.com",2018-10-30
"Koehler Brewing Co","Type: Micro","231 Park St ","Grove City, PA 16127-2011 | Map","Phone: (833) 563-4537","koehlerbrewingcompany.com",2018-10-30
"Kohola Brewery","Type: Micro","910 Honoapiilani Hwy ","Lahaina, HI 96761-1507 | Map","Phone: (808) 868-3198","www.koholabrewery.com",2018-10-30
"Koi Pond Brewing Co","Type: Micro","1107 Falls Rd ","Rocky Mount, NC 27804-4407 | Map","Phone: (252) 903-5127","www.koipondbrewing.com",2018-10-30
"Kokopelli Beer Company","Type: Brewpub","8931 Harlan St ","Westminster, CO 80031-2931 | Map","Phone: (720) 840-6835","www.kokopellibeer.com",2018-10-30
"Kona Brewing Co","Type: Regional","74-5612 Pawai Pl ","Kailua Kona, HI 96740-1617 | Map","Phone: (808) 334-1133","www.konabrewingco.com",2018-10-30
"Kootenai River Brewing Co","Type: Brewpub","6424 Riverside Street ","Bonners Ferry, ID 83805-1901 | Map","Phone: (208) 267-4677","kootbrew.com",2018-10-30
"Kopacetic Beer Factory","Type: Brewpub","12195 N US Hwy 421 ","Monticello, IN 47960 | Map","Phone: (574) 808-3378","www.kopaceticbeer.com",2018-10-30
"K-Oz Restaurant Brewery","Type: Brewpub","121 7th St ","San Francisco, CA 94103-2835 | Map","Phone: (415) 872-9431","www.kandoz.com",2018-10-30
"Kozy Yak Brewery & Fresar Winery","Type: Brewpub","197 N Main St ","Rosholt, WI 54473-9741 | Map","Phone: (715) 677-3082","www.kozyyak.com",2018-10-30
"Krafty Draft Brew Pub","Type: Brewpub","269 Charter Oak Rd ","Lexington, SC 29072-9200 | Map","Phone: (803) 996-0345","www.draftydraft.com",2018-10-30
"Krauski's Brewskis / The Hoppy Brewer","Type: Micro","328 N Main Ave ","Gresham, OR 97030-7210 | Map","Phone: (503) 328-8474","www.oregonshoppyplace.com",2018-10-30
"Kretschmann Brewing Company","Type: Micro","9 Frederick St ","Webster, MA 01570-2286 | Map","Phone: (508) 671-7711","kbcbrewery.com",2018-10-30
"Krikelkay Brewing Company","Type: Planning"," ","Appomattox, VA 24522-4034","Phone: (434) 426-3419","www.krikelkaybrewing.com",2018-10-30
"Krogh's Brewing, LLC","Type: Planning"," ","Newton, NJ 07860-2349","Phone: (973) 241-5391","www.kroghs.com",2018-10-30
"Krogh's Restaurant and Brewpub","Type: Brewpub","23 White Deer Plz ","Sparta, NJ 07871-1823 | Map","Phone: (973) 729-8428","www.kroghs.com",2018-10-30
"Krootz Brewing Company","Type: Brewpub","315 West Elm St. ","Gainesville, TX 76240 | Map","Phone: (214) 663-5715","www.krootzbrewingcompany.com",2018-10-30
"Kros Strain Brewing Company","Type: Micro","10411 Portal Rd, Ste 102 ","LaVista, NE 68128-5527 | Map","Phone: (402) 779-7990","www.krosstrainbrewing.com",2018-10-30
"Kuhnhenn Brewing Co","Type: Micro","5919 Chicago Rd ","Warren, MI 48092-1606 | Map","Phone: (586) 979-8361","www.kuhnhenn.beer",2018-10-30
"Kuhnhenn Clinton Township","Type: Micro","36000 Groesbeck Hwy ","Clinton Township, MI 48035-1541 | Map","Phone: (586) 231-0249",NA,2018-10-30
"Kul Brewing","Type: Contract","1106 3rd St S ","La Crosse, WI 54601 | Map",NA,"www.kulbrewing.com",2018-10-30
"Kulshan Brewing Co","Type: Micro","2238 James St ","Bellingham, WA 98225-4142 | Map","Phone: (360) 389-5348","www.kulshanbrewing.com",2018-10-30
"Kulshan Brewing Co - K2","Type: Micro","1538 Kentucky St ","Bellingham, WA 98229-4720 | Map","Phone: (360) 389-5348",NA,2018-10-30
"Künstler Brewing","Type: Brewpub","302 E Lachapelle ","San Antonio, TX 78204-1945 | Map","Phone: (210) 688-4519","www.kuenstlerbrewing.com",2018-10-30
"Kuracali Inc","Type: Proprietor","821 Caminito del Reposo ","Carlsbad, CA 92011-2404 | Map","Phone: (858) 775-6502","www.kuracali.com",2018-10-30
"LA Bodega Brewing Co","Type: Planning"," ","Whittier, CA 90603-1207",NA,"LABODEGABREWINGCO.COM",2018-10-30
"La Cabra Brewing","Type: Brewpub","642 Lancaster Ave ","Berwyn, PA 19312-1663 | Map","Phone: (610) 240-7908","www.lacabrabrewing.com",2018-10-30
"La Conner Brewing Co","Type: Brewpub","117 S 1st St  ","La Conner, WA 98257 | Map","Phone: (360) 466-1415","www.laconnerbrewing.com",2018-10-30
"La Cumbre Brewing Co","Type: Micro","3313 Girard Blvd NE ","Albuquerque, NM 87107-1930 | Map","Phone: (505) 872-0225","www.lacumbrebrewing.com",2018-10-30
"La Dona Cerveceria","Type: Planning"," ","Minneapolis, MN 55405",NA,"www.dameladona.com",2018-10-30
"La Funke Brewing","Type: Planning"," ","Bulverde, TX 78163-4156","Phone: (210) 460-2083","www.lafunke.com",2018-10-30
"La Jara Brewing Company","Type: Planning"," ",",  ","Phone: (562) 485-8048",NA,2018-10-30
"La Quinta Brewing Co","Type: Micro","77917 Wildcat Dr ","Palm Desert, CA 92211-1159 | Map","Phone: (760) 200-2597","www.laquintabrewing.com",2018-10-30
"La Verne Brewing","Type: Micro","2125 Wright Ave Ste C15 ","La Verne, CA 91750-5816 | Map","Phone: (909) 596-5804","www.lavernebrewingco.com",2018-10-30
"LAB Brewing Co / Twisted Oak Tavern","Type: Brewpub","30105 Agoura Rd ","Agoura Hills, CA 91301-2003 | Map","Phone: (818) 735-0091","www.twistedoaktavern.pub",2018-10-30
"LABrewatory","Type: Micro","670 N Russell St ","Portland, OR 97227-1728 | Map","Phone: (971) 271-8151","www.thelabrewatory.com",2018-10-30
"Labyrinth Brewing Company","Type: Micro","148 Forest St ","Manchester, CT 06040-5906 | Map",NA,"www.LBC.Beer",2018-10-30
"Labyrinth Forge Brewing Company","Type: Planning"," ",",  ","Phone: (503) 803-6712","www.labyrinthforge.com",2018-10-30
"Ladd & Lass Brewing","Type: Planning"," ","Seattle, WA 98122",NA,"www.laddandlassbrewing.com",2018-10-30
"Lady Justice Brewing Company","Type: Micro","4375 Eaton St ","Denver, CO 80212-7308 | Map",NA,"www.ladyjusticebrewing.com",2018-10-30
"Ladybird Brewing","Type: Planning"," ",",  ",NA,"www.ladybird.beer",2018-10-30
"Ladyface Ale Companie","Type: Brewpub","29281 Agoura Rd ","Agoura Hills, CA 91301-2597 | Map","Phone: (818) 477-4566","www.ladyfaceale.com",2018-10-30
"Lafayette Brewing Co","Type: Brewpub","622 Main St ","Lafayette, IN 47901-1451 | Map","Phone: (765) 742-2591","www.lafbrew.com",2018-10-30
"Lafayette Brewing Co","Type: Brewpub","391 Washington St ","Buffalo, NY 14203-2108 | Map","Phone: (716) 856-0062","www.panamericangrill.com",2018-10-30
"Lager Heads Brewing Co.","Type: Micro","325 W Smith Rd ","Medina, OH 44256-2352 | Map","Phone: (330) 721-2337","www.lagerheads.us",2018-10-30
"Lager Heads Smokehouse","Type: Brewpub","2832 Abbeyville Rd ","Medina, OH 44256 | Map","Phone: (330) 725-1947",NA,2018-10-30
"Lagerhaus Brewery & Grill","Type: Brewpub","3438 E Lake Rd ","Palm Harbor, FL 34685-2400 | Map","Phone: (727) 216-9682","www.lagerhausbrewery.com",2018-10-30
"Laguna Beach Beer Co","Type: Micro","29851 Aventura ","Rancho Santa Margarita, CA 92688-2014 | Map","Phone: (949) 264-6821","www.lagunabeer.com",2018-10-30
"Laguna Beach Brewery and Grille","Type: Brewpub","237 Ocean Ave ","Laguna Beach, CA 92651-2106 | Map","Phone: (949) 497-3381","www.lagunabeachbrewery.net",2018-10-30
"Lagunitas Brewing Co","Type: Large","1280 N McDowell Blvd ","Petaluma, CA 94954-1113 | Map","Phone: (707) 769-4495","www.lagunitas.com",2018-10-30
"Lagunitas Brewing Co","Type: Large","2607 W 17th St ","Chicago, IL 60608-1823 | Map","Phone: (773) 522-2503","www.lagunitas.com",2018-10-30
"Lagunitas Chicago","Type: Large","2607 W 17th St ","Chicago, IL 60608 | Map","Phone: (312) 767-9678",NA,2018-10-30
"Lagunitas Seattle Taproom and Beer Sanctuary","Type: Brewpub","1550 NW 49th St ","Seattle, WA 98107-4731 | Map","Phone: (206) 784-2230",NA,2018-10-30
"Laht Neppur Brewing","Type: Brewpub","444 Preston Ave ","Waitsburg, WA 99361-0738 | Map","Phone: (509) 337-6261","lahtneppur.com",2018-10-30
"Lake Ann Brewing Co","Type: Micro","6535 First St ","Lake Ann, MI 49650-9549 | Map","Phone: (231) 640-2327","www.lakeannbrewing.com",2018-10-30
"Lake Anne Brew House","Type: Micro","11424 Washington Plz W ","Reston, VA 20190-4310 | Map","Phone: (571) 758-2739","www.lakeannebrewhouse.com",2018-10-30
"Lake Austin Ales","Type: Contract","3200 Woodall Dr STE C-1","Cedar Park, TX 78613 | Map","Phone: (512) 964-4630","lakeaustinales.com",2018-10-30
"Lake Bluff Brewing Company","Type: Micro","16 E Scranton Ave ","Lake Bluff, IL 60044-2543 | Map","Phone: (224) 544-5179","www.lbbrew.com",2018-10-30
"Lake Brewing Co.","Type: Planning"," ",",  ","Phone: (443) 458-133","lakebrewingco.com",2018-10-30
"Lake Brothers Beer Company","Type: Contract","25W275 Woodstock Ct ","Naperville, IL 60540-3427 | Map","Phone: (630) 258-3938","www.lakebrothersbeer.com",2018-10-30
"Lake Bums BrewCo, LLC.","Type: Micro","112 Parrothead Ln ","Pontiac, MO 65729-7134 | Map","Phone: (417) 293-6684","www.lakebumsbrewco.com",2018-10-30
"Lake Charlevoix Brewing Company","Type: Brewpub","111 Bridge Park Dr ","Charlevoix, MI 49720-1397 | Map","Phone: (231) 437-3220","www.lakecharlevoixbrewing.com",2018-10-30
"Lake Chelan Brewing Co","Type: Micro","50 Wapato Way Suite D","Manson, WA 98831 | Map","Phone: (509) 687-4444","lakechelanmicrobrewery.com",2018-10-30
"Lake City Brewing Company","Type: Brewpub","130 Bluff St ","Lake City, CO 81235 | Map","Phone: (970) 944-5222","www.lcbrewco.com",2018-10-30
"Lake Drum Brewing","Type: Micro","16 E Castle St ","Geneva, NY 14456-2400 | Map","Phone: (315) 789-1200","www.lakedrumbrewing.com",2018-10-30
"Lake Effect Brewing Company","Type: Micro","4727 W Montrose Ave ","Chicago, IL 60641-1504 | Map","Phone: (312) 919-4473","www.lakeeffectbrewing.com",2018-10-30
"Lake Gaston Brewing Company","Type: Brewpub","124 Hay St ","Fayetteville, NC 28301-5650 | Map","Phone: (910) 779-0444","www.lakegastonbrew.com",2018-10-30
"Lake George Beer Hub","Type: Micro","1043 State Route 9 ","Queensbury, NY 12804-1374 | Map","Phone: (518) 223-0372","www.lakegeorgebrewingcompany.com",2018-10-30
"Lake Louie Brewing Co","Type: Micro","7556 Pine Rd ","Arena, WI 53503-9236 | Map","Phone: (608) 753-2675","www.lakelouie.com",2018-10-30
"Lake Monster Brewing","Type: Micro","550 Vandalia St Ste 160 ","Saint Paul, MN 55114-1997 | Map","Phone: (612) 964-6288",NA,2018-10-30
"Lake of the Woods Brewing Company","Type: Planning"," ","Williams, MN 56686-4652","Phone: 807-468-2337",NA,2018-10-30
"Lake Placid Pub and Brewery","Type: Brewpub","813 Mirror Lake Dr ","Lake Placid, NY 12946-3829 | Map","Phone: (518) 523-3813","www.ubuale.com",2018-10-30
"Lake Rat Brewing","Type: Brewpub","108 S Main St ","Celina, OH 45822 | Map","Phone: (419) 733-1830","www.lakeratbrewing.com",2018-10-30
"Lake St Brewing","Type: Planning"," ","Oak Park, IL 60302-1355","Phone: (773) 251-2125",NA,2018-10-30
"Lake St George Brewing Company","Type: Micro","4 Marshall Shore Rd ","Liberty, ME 04949 | Map","Phone: (207) 589-3031","www.lakestgeorgebrewing.com",2018-10-30
"Lake Stevens Brewing Company","Type: Micro","2010 Grade Rd ","Lake Stevens, WA 98258-9182 | Map","Phone: (360) 524-3678",NA,2018-10-30
"Lake Superior Brewing Co","Type: Brewpub","N-14283 Lake Avenue ","Grand Marais, MI 49839 | Map","Phone: (906) 494-2337","www.grandmaraismichigan.com/LSBC",2018-10-30
"Lake Superior Brewing Co","Type: Micro","2711 W Superior St Ste 204 ","Duluth, MN 55806-1893 | Map","Phone: (218) 723-4000","www.lakesuperiorbrewing.com",2018-10-30
"Lake Tahoe AleWorX","Type: Micro","2050 Lake Tahoe Blvd ","South Lake Tahoe, CA 96150-6404 | Map","Phone: (530) 600-0442","www.laketahoealeworx.com",2018-10-30
"Lake Texoma Lodge And Resort","Type: Brewpub","3263 US 70 ","Mead, OK 73449-5020 | Map","Phone: (583) 931-0100","Laketexomalodge.com",2018-10-30
"Lake Time Brewery","Type: Micro","801 Main Ave Ste C ","Clear Lake, IA 50428-1919 | Map","Phone: (641) 357-2040","www.laketimebrewery.com",2018-10-30
"Lake Tribe Brewing","Type: Micro","3357 Garber Dr Unit 4 ","Tallahassee, FL 32303-1123 | Map",NA,"www.laketribebrewing.com",2018-10-30
"Lake Zurich Brewing Company","Type: Micro","932 Donata Ct ","Lake Zurich, IL 60047-5025 | Map",NA,NA,2018-10-30
"Lakefront Brewery Inc","Type: Regional","1872 N Commerce St ","Milwaukee, WI 53212-3701 | Map","Phone: (414) 372-8800","www.lakefrontbrewery.com",2018-10-30
"Lakes & Legends Brewing Company","Type: Micro","1368 Lasalle Ave ","Minneapolis, MN 55403-2316 | Map","Phone: (612) 999-6020","www.lakesandlegends.com",2018-10-30
"Lakeville Brewing Co., LLC","Type: Brewpub","8790 Upper 208th Street W ","Lakeville, MN 55044 | Map","Phone: (952) 469-2739","www.lakevillebrewing.com",2018-10-30
"Lakewood Brewing Co","Type: Micro","2302 Executive Dr ","Garland, TX 75041-6121 | Map","Phone: (972) 864-2337","www.lakewoodbrewing.com",2018-10-30
"Lamplighter Brewing Co.","Type: Micro","284 Broadway ","Cambridge, MA 02139-1808 | Map","Phone: (617) 945-0450","www.lamplighterbrewing.com",2018-10-30
"Lancaster Brewing Co","Type: Micro","302 N Plum St # 304 ","Lancaster, PA 17602-2402 | Map","Phone: (717) 391-6258","www.lancasterbrewing.com",2018-10-30
"Land Run Craft Brewing Co.","Type: Planning"," ","El Reno, OK 73036-1019","Phone: (405) 626-7176",NA,2018-10-30
"Lander Brewing Co","Type: Brewpub","148 Main St ","Lander, WY 82520-3126 | Map","Phone: (307) 332-8227","www.landerbrewing.com",2018-10-30
"Land-Grant Brewing Company","Type: Micro","424 W Town St ","Columbus, OH 43215-4040 | Map","Phone: (216) 956-2634","www.landgrantbrewing.com",2018-10-30
"Landlocked Ales","Type: Micro","3225 S Wadsworth Blvd Unit R ","Lakewood, CO 80227-5009 | Map","Phone: (303) 284-8748","www.landlockedales.com",2018-10-30
"Landon Winery","Type: Micro","2508 Lee Street ","Greenville, TX 75401 | Map","Phone: (903) 454-7878","www.landonwinery.com",2018-10-30
"Lanikai Brewing Co","Type: Micro","175-C Hamakua Dr ","Kailua, HI 96734 | Map",NA,NA,2018-10-30
"Lansing Brewing Company","Type: Brewpub","518 E Shiawassee St ","Lansing, MI 48912-1214 | Map","Phone: (517) 599-6001",NA,2018-10-30
"Lantern Brewing","Type: Micro","938 N 95th St ","Seattle, WA 98103-3206 | Map","Phone: (206) 729-5350","www.lanternbrewing.com",2018-10-30
"LaOtto Brewing LLC","Type: Brewpub","202 S Main St ","Laotto, IN 46763-4800 | Map","Phone: (260) 897-3360",NA,2018-10-30
"Larboard Beer","Type: Contract"," ",",  ",NA,"www.larboardbeer.com",2018-10-30
"Lariat Lodge Brewing","Type: Brewpub","27618 Fireweed Dr ","Evergreen, CO 80439-8462 | Map","Phone: (303) 674-1842","www.LariatLodgeBrewing.com",2018-10-30
"Lark Brewing","Type: Brewpub","3295 University Ave ","Waterloo, IA 50701-2003 | Map","Phone: (319) 238-5275","www.larkbrewing.com",2018-10-30
"Las Cazuelas Brewing","Type: Brewpub","4051 Sara Rd SE ","Rio Rancho, NM 87124-1031 | Map","Phone: (505) 994-9364","www.cazuelasmexicangrill.com",2018-10-30
"Lassen Ale Works @ The Pioneer Saloon","Type: Brewpub","724 Main St ","Susanville, CA 96130-4372 | Map","Phone: (530) 257-7666","www.lassenaleworks.com",2018-10-30
"Last Call Brewing Company","Type: Micro","944 Shepard Ct Ste C ","Oakdale, CA 95361-7785 | Map","Phone: (888) 512-5592","www.lastcallbrewing.com",2018-10-30
"Last Days of Autumn Brewing","Type: Brewpub","808 E Magnolia Ave ","Knoxville, TN 37917-7637 | Map","Phone: (865) 202-4298","www.lastdaysofautumn.com",2018-10-30
"Last Frontier Brewing Company","Type: Brewpub","238 N Boundary St ","Wasilla, AK 99654-7127 | Map","Phone: (907) 357-7200",NA,2018-10-30
"Last Name Brewing","Type: Micro","2120 Porterfield Way ","Upland, CA 91786-2111 | Map","Phone: (909) 579-0032","www.lastnamebrewing.com",2018-10-30
"Last Stand Brewing Company","Type: Micro","12345 Pauls Valley Rd ","Austin, TX 78737-9615 | Map","Phone: (512) 373-3629","www.laststandbrewing.com",2018-10-30
"Last Wave Brewing Co","Type: Micro","601 Bay Ave ","Point Pleasant Beach, NJ 08742-2536 | Map","Phone: (732) 903-5278","www.lastwavebrewing.com",2018-10-30
"Lasting Brass Craft Brewing","Type: Micro","1864 Watertown Ave ","Oakville, CT 06779-1754 | Map","Phone: (860) 417-2581","www.lastingbrass.com",2018-10-30
"Latchkey Brewing Company","Type: Brewpub","1795 Hancock St Mission Brewery Plaza","San Diego, CA 92110-2006 | Map","Phone: (916) 555-1212","www.latchkeybrew.com",2018-10-30
"Latitude 33 Brewing Co","Type: Micro","1430 Vantage Ct Ste 104 ","Vista, CA 92081-8545 | Map","Phone: (760) 410-6333","www.latitude33brewing.com",2018-10-30
"Latitude 42","Type: Brewpub","7842 Portage Rd Attn: Scott Freitas","Portage, MI 49002-4472 | Map","Phone: (269) 459-4242","www.latitude42brewingco.com",2018-10-30
"Latitude 42 Oshtemo","Type: Brewpub","6075 W Main St ","Kalamazoo, MI 49009 | Map","Phone: (269) 775-7242",NA,2018-10-30
"LauderAle","Type: Micro","3305 SE 14th Ave Bldg 4 ","Fort Lauderdale, FL 33316-4212 | Map","Phone: (954) 653-9711","www.lauderale.co",2018-10-30
"Laughing Crow Beer","Type: Micro","7 Austin Rd ","Amherst, NH 03031 | Map",NA,NA,2018-10-30
"Laughing Dog Brewing","Type: Micro","805 Schweitzer Plaza Dr ","Ponderay, ID 83852-9823 | Map","Phone: (208) 263-9222","www.laughingdogbrewing.com",2018-10-30
"Laughing Monk Brewing","Type: Micro","1439 Egbert Ave Unit A ","San Francisco, CA 94124-3221 | Map","Phone: (415) 890-5970","www.laughingmonkbrewing.com",2018-10-30
"Laughing Sun Brewing","Type: Micro","PO Box 1194 ","Bismarck, ND 58502-1194 | Map","Phone: (701) 391-2849","www.laughingsunbrewing.com",2018-10-30
"Laughinghouse Brewing","Type: Planning"," ","Nashua, NH 03060-5143",NA,NA,2018-10-30
"Launch Pad Brewery","Type: Micro","884 S Buckley Rd ","Aurora, CO 80017-3174 | Map","Phone: (720) 878-2627","www.launchpadbrewery.com",2018-10-30
"Laurel Highlands Brewing","Type: Micro","21 Enamel St ","Uniontown, PA 15401- | Map","Phone: (724) 880-5497","www.laurelhighlandsbrewing.com",2018-10-30
"Laurelwood Public House & Brewery - SE Portland","Type: Brewpub","6716 SE Milwaukie Ave ","Portland, OR 97202-5618 | Map","Phone: (503) 943-6157",NA,2018-10-30
"Laurelwood Public House and Brewery - NE","Type: Micro","5115 NE Sandy Blvd ","Portland, OR 97213-2525 | Map","Phone: (503) 282-0622","laurelwoodbrewingco.com",2018-10-30
"Laurelwood Public House and Brewery - NE","Type: Proprietor","14300 NE 145th St ","Woodinville, WA 98072-6950 | Map","Phone: (425) 483-3232",NA,2018-10-30
"Lava Rock Brewing Company","Type: Brewpub","2220 Unser Blvd ","Albuquerque, NM 87120 | Map","Phone: (505) 836-1022","www.lavarockbrewpub.com",2018-10-30
"Lavery Brewing Co","Type: Micro","128 W 12th St ","Erie, PA 16501-1750 | Map","Phone: (814) 454-0405","www.laverybrewing.com",2018-10-30
