"full_string","pull_date"
"
						Klamath Basin Brewing Co1320 Main St Klamath Falls, OR 97601-5914 | MapPhone: (541) 273-5222Type: Brewpubwww.kbbrewing.com",2018-08-20
"
						Klaus Brewing Company Houston, TX 77065Phone: (713) 498-5004Type: Planningwww.klausbrewing.com",2018-08-20
"
						Klockow Brewing Company36 SE 10th St Grand Rapids, MN 55744-3947 | MapPhone: (218) 999-7229Type: Microwww.klockowbrewing.com",2018-08-20
"
						Klondike Brewing Company365 2nd Ave Skagway, AK 99840 | MapPhone: (907) 983-2778Type: Brewpubwww.klondikebeer.com",2018-08-20
"
						Klooz Brewz ,  Phone: (317) 801-2289Type: Planning",2018-08-20
"
						Knee Deep Brewing Co.13395 New Airport Rd Ste H Auburn, CA 95602-7419 | MapPhone: (530) 797-4677Type: Regionalwww.kneedeepbrewing.com",2018-08-20
"
						Knotty Brewing Co.842 Market St San Diego, CA 92101-6425 | MapPhone: (619) 269-4337Type: Microwww.knottybrewing.com",2018-08-20
"
						Knotty Pine Brewing1765 W 3rd Ave Columbus, OH 43212-2769 | MapPhone: (614) 817-1515Type: Brewpubwww.knottypinebrewing.net",2018-08-20
"
						Knox County Brewing Co. Galesburg, IL 61401Phone: (512) 652-8793Type: Planningwww.knoxcobrewco.com",2018-08-20
"
						Knucklehead Craft Brewing426 Ridge Rd Webster, NY 14580-1793 | MapPhone: (585) 347-6236Type: Brewpubwww.knuckleheadcraftbrewing.com",2018-08-20
"
						KNURD Brewing Co Oakmont, PA 15139-2171Phone: (304) 550-9439Type: Planningwww.knurdbrewing.com",2018-08-20
"
						Knuth Brewing Company221 Watson St Ripon, WI 54971-1514 | MapPhone: (920) 748-5188Type: Brewpubwww.knuthbrewingcompany.com",2018-08-20
"
						Kobold Brewing245 SW 6th St Redmond, OR 97756-2108 | MapPhone: (541) 678-3884Type: Microwww.koboldbrewing.com",2018-08-20
"
						Kodiak Island Brewing Co, LLC117 Lower Mill Bay Rd Kodiak, AK 99615-6580 | MapPhone: (907) 486-2537Type: Microwww.kodiakbrewery.com",2018-08-20
"
						Koehler Brewing Co231 Park St Grove City, PA 16127-2011 | MapPhone: (833) 563-4537Type: Microkoehlerbrewingcompany.com",2018-08-20
"
						Kohola Brewery910 Honoapiilani Hwy Lahaina, HI 96761-1507 | MapPhone: (808) 868-3198Type: Microwww.koholabrewery.com",2018-08-20
"
						Koi Pond Brewing Co1107 Falls Rd Rocky Mount, NC 27804-4407 | MapPhone: (252) 903-5127Type: Microwww.koipondbrewing.com",2018-08-20
"
						Kokopelli Beer Company8931 Harlan St Westminster, CO 80031-2931 | MapPhone: (720) 840-6835Type: Brewpubwww.kokopellibeer.com",2018-08-20
"
						Kona Brewing Co74-5612 Pawai Pl Kailua Kona, HI 96740-1617 | MapPhone: (808) 334-1133Type: Regionalwww.konabrewingco.comGreater than 25% ownership by Anheuser-Busch InBev.",2018-08-20
"
						Kootenai River Brewing Co6424 Riverside Street Bonners Ferry, ID 83805-1901 | MapPhone: (208) 267-4677Type: Brewpubkootbrew.com",2018-08-20
"
						Kopacetic Beer Factory12195 N US Hwy 421 Monticello, IN 47960 | MapPhone: (574) 808-3378Type: Brewpubwww.kopaceticbeer.com",2018-08-20
"
						K-Oz Restaurant Brewery121 7th St San Francisco, CA 94103-2835 | MapPhone: (415) 872-9431Type: Brewpubwww.kandoz.com",2018-08-20
"
						Kozy Yak Brewery & Fresar Winery197 N Main St Rosholt, WI 54473-9741 | MapPhone: (715) 677-3082Type: Brewpubwww.kozyyak.com",2018-08-20
"
						Krafty Draft Brew Pub269 Charter Oak Rd Lexington, SC 29072-9200 | MapPhone: (803) 996-0345Type: Brewpubwww.draftydraft.com",2018-08-20
"
						Krauski's Brewskis / The Hoppy Brewer328 N Main Ave Gresham, OR 97030-7210 | MapPhone: (503) 328-8474Type: Microwww.oregonshoppyplace.comGreater than 25% ownership by The Hoppy Brewer.",2018-08-20
"
						Kretschmann Brewing Company9 Frederick St Webster, MA 01570-2286 | MapPhone: (508) 671-7711Type: Microkbcbrewery.com",2018-08-20
"
						Krikelkay Brewing Company Appomattox, VA 24522-4034Phone: (434) 426-3419Type: Planningwww.krikelkaybrewing.com",2018-08-20
"
						Krogh's Brewing, LLC Newton, NJ 07860-2349Phone: (973) 241-5391Type: Planningwww.kroghs.comGreater than 25% ownership by Krogh's Restaurant and Brewpub, which is a craft brewer.",2018-08-20
"
						Krogh's Restaurant and Brewpub23 White Deer Plz Sparta, NJ 07871-1823 | MapPhone: (973) 729-8428Type: Brewpubwww.kroghs.com",2018-08-20
"
						Kros Strain Brewing Company10411 Portal Rd, Ste 102 LaVista, NE 68128-5527 | MapPhone: (402) 779-7990Type: Microwww.krosstrainbrewing.com",2018-08-20
"
						Kuhnhenn Brewing Co5919 Chicago Rd Warren, MI 48092-1606 | MapPhone: (586) 979-8361Type: Microwww.kuhnhenn.beer",2018-08-20
"
						Kuhnhenn Clinton Township36000 Groesbeck Hwy Clinton Township, MI 48035-1541 | MapPhone: (586) 231-0249Type: MicroGreater than 25% ownership by Kuhnhenn Brewing Co, which is a craft brewer.",2018-08-20
"
						Kul Brewing1106 3rd St S La Crosse, WI 54601 | MapType: Contractwww.kulbrewing.com",2018-08-20
"
						Kulshan Brewing Co2238 James St Bellingham, WA 98225-4142 | MapPhone: (360) 389-5348Type: Microwww.kulshanbrewing.com",2018-08-20
"
						Kulshan Brewing Co - K21538 Kentucky St Bellingham, WA 98229-4720 | MapPhone: (360) 389-5348Type: MicroGreater than 25% ownership by Kulshan Brewing Co, which is a craft brewer.",2018-08-20
"
						Künstler Brewing302 E Lachapelle San Antonio, TX 78204-1945 | MapPhone: (210) 688-4519Type: Brewpubwww.kuenstlerbrewing.com",2018-08-20
"
						Kuracali Inc821 Caminito del Reposo Carlsbad, CA 92011-2404 | MapPhone: (858) 775-6502Type: Proprietorwww.kuracali.com",2018-08-20
"
						LA Bodega Brewing Co Whittier, CA 90603-1207Type: PlanningLABODEGABREWINGCO.COM",2018-08-20
"
						La Cabra Brewing642 Lancaster Ave Berwyn, PA 19312-1663 | MapPhone: (610) 240-7908Type: Brewpubwww.lacabrabrewing.com",2018-08-20
"
						La Conner Brewing Co117 S 1st St  La Conner, WA 98257 | MapPhone: (360) 466-1415Type: Brewpubwww.laconnerbrewing.com",2018-08-20
"
						La Cumbre Brewing Co3313 Girard Blvd NE Albuquerque, NM 87107-1930 | MapPhone: (505) 872-0225Type: Microwww.lacumbrebrewing.com",2018-08-20
"
						La Dona Cerveceria Minneapolis, MN 55405Type: Planningwww.dameladona.com",2018-08-20
"
						La Funke Brewing Bulverde, TX 78163-4156Phone: (210) 460-2083Type: Planningwww.lafunke.com",2018-08-20
"
						La Jara Brewing Company ,  Phone: (562) 485-8048Type: Planning",2018-08-20
"
						La Quinta Brewing Co77917 Wildcat Dr Palm Desert, CA 92211-1159 | MapPhone: (760) 200-2597Type: Microwww.laquintabrewing.com",2018-08-20
"
						La Verne Brewing2125 Wright Ave Ste C15 La Verne, CA 91750-5816 | MapPhone: (909) 596-5804Type: Microwww.lavernebrewingco.com",2018-08-20
"
						LAB Brewing Co / Twisted Oak Tavern30105 Agoura Rd Agoura Hills, CA 91301-2003 | MapPhone: (818) 735-0091Type: Brewpubwww.twistedoaktavern.pub",2018-08-20
"
						LABrewatory670 N Russell St Portland, OR 97227-1728 | MapPhone: (971) 271-8151Type: Microwww.thelabrewatory.com",2018-08-20
"
						Labyrinth Brewing Company Manchester, CT 06040-5906Type: Planningwww.LBC.Beer",2018-08-20
"
						Labyrinth Forge Brewing Company ,  Phone: (503) 803-6712Type: Planningwww.labyrinthforge.com",2018-08-20
"
						Ladd & Lass Brewing Seattle, WA 98122Type: Planningwww.laddandlassbrewing.com",2018-08-20
"
						Lady Justice Brewing Company4375 Eaton St Denver, CO 80212-7308 | MapType: Microwww.ladyjusticebrewing.com",2018-08-20
"
						Ladyface Ale Companie29281 Agoura Rd Agoura Hills, CA 91301-2597 | MapPhone: (818) 477-4566Type: Brewpubwww.ladyfaceale.com",2018-08-20
"
						Lafayette Brewing Co622 Main St Lafayette, IN 47901-1451 | MapPhone: (765) 742-2591Type: Brewpubwww.lafayettebrewingco.com",2018-08-20
"
						Lafayette Brewing Co391 Washington St Buffalo, NY 14203-2108 | MapPhone: (716) 856-0062Type: Brewpubwww.panamericangrill.comGreater than 25% ownership by Pearl Street Grill and Brewery, which is a craft brewer.",2018-08-20
"
						Lager Heads Brewing Co.325 W Smith Rd Medina, OH 44256-2352 | MapPhone: (330) 721-2337Type: Microwww.lagerheads.us",2018-08-20
"
						Lager Heads Smokehouse2832 Abbeyville Rd Medina, OH 44256 | MapPhone: (330) 725-1947Type: BrewpubGreater than 25% ownership by Lager Heads Brewing Co., which is a craft brewer.",2018-08-20
"
						Lagerhaus Brewery & Grill3438 E Lake Rd Palm Harbor, FL 34685-2400 | MapPhone: (727) 216-9682Type: Brewpubwww.lagerhausbrewery.com",2018-08-20
"
						Laguna Beach Beer Co29851 Aventura Rancho Santa Margarita, CA 92688-2014 | MapPhone: (949) 264-6821Type: Microwww.lagunabeer.com",2018-08-20
"
						Laguna Beach Brewery and Grille237 Ocean Ave Laguna Beach, CA 92651-2106 | MapPhone: (949) 497-3381Type: Brewpubwww.lagunabeachbrewery.net",2018-08-20
"
						Lagunitas Brewing Co1280 N McDowell Blvd Petaluma, CA 94954-1113 | MapPhone: (707) 769-4495Type: Largewww.lagunitas.comGreater than 25% ownership by Heineken B.V..",2018-08-20
"
						Lagunitas Brewing Co2607 W 17th St Chicago, IL 60608-1823 | MapPhone: (773) 522-2503Type: Largewww.lagunitas.comGreater than 25% ownership by Heineken B.V..",2018-08-20
"
						Lagunitas Chicago2607 W 17th St Chicago, IL 60608 | MapPhone: (312) 767-9678Type: LargeGreater than 25% ownership by Heineken B.V..",2018-08-20
"
						Lagunitas Seattle Taproom and Beer Sanctuary1550 NW 49th St Seattle, WA 98107-4731 | MapPhone: (206) 784-2230Type: BrewpubGreater than 25% ownership by Heineken B.V..",2018-08-20
"
						Laht Neppur Brewing444 Preston Ave Waitsburg, WA 99361-0738 | MapPhone: (509) 337-6261Type: Brewpublahtneppur.com",2018-08-20
"
						Lake Ann Brewing Co6535 First St Lake Ann, MI 49650-9549 | MapPhone: (231) 640-2327Type: Microwww.lakeannbrewing.com",2018-08-20
"
						Lake Anne Brew House11424 Washington Plz W Reston, VA 20190-4310 | MapPhone: (571) 758-2739Type: Microwww.lakeannebrewhouse.com",2018-08-20
"
						Lake Austin Ales Cedar Park, TX 78613Phone: (512) 964-4630Type: Planninglakeaustinales.com",2018-08-20
"
						Lake Bluff Brewing Company16 E Scranton Ave Lake Bluff, IL 60044-2543 | MapPhone: (224) 544-5179Type: Microwww.lbbrew.com",2018-08-20
"
						Lake Brewing Co. ,  Phone: (443) 458-133Type: Planninglakebrewingco.com",2018-08-20
"
						Lake Brothers Beer Company25W275 Woodstock Ct Naperville, IL 60540-3427 | MapPhone: (630) 258-3938Type: Contractwww.lakebrothersbeer.com",2018-08-20
"
						Lake Bums BrewCo, LLC.112 Parrothead Ln Pontiac, MO 65729-7134 | MapPhone: (417) 293-6684Type: Microwww.lakebumsbrewco.com",2018-08-20
"
						Lake Charlevoix Brewing Company111 Bridge Park Dr Charlevoix, MI 49720-1397 | MapPhone: (231) 437-3220Type: Brewpubwww.lakecharlevoixbrewing.com",2018-08-20
"
						Lake Chelan Brewing Co50 Wapato Way Suite DManson, WA 98831 | MapPhone: (509) 687-4444Type: Microlakechelanmicrobrewery.com",2018-08-20
"
						Lake City Brewing Company130 Bluff St Lake City, CO 81235 | MapPhone: (970) 944-5222Type: Brewpubwww.lcbrewco.com",2018-08-20
"
						Lake Drum Brewing16 E Castle St Geneva, NY 14456-2400 | MapPhone: (315) 789-1200Type: Microwww.lakedrumbrewing.com",2018-08-20
"
						Lake Effect Brewing Company4727 W Montrose Ave Chicago, IL 60641-1504 | MapPhone: (312) 919-4473Type: Microwww.lakeeffectbrewing.com",2018-08-20
"
						Lake Gaston Brewing Company124 Hay St Fayetteville, NC 28301-5650 | MapPhone: (910) 779-0444Type: Brewpubwww.lakegastonbrew.com",2018-08-20
"
						Lake George Beer Hub1043 State Route 9 Queensbury, NY 12804-1374 | MapPhone: (518) 223-0372Type: Microwww.lakegeorgebrewingcompany.comGreater than 25% ownership by Northern Eagle Beverages.",2018-08-20
"
						Lake Louie Brewing Co7556 Pine Rd Arena, WI 53503-9236 | MapPhone: (608) 753-2675Type: Microwww.lakelouie.com",2018-08-20
"
						Lake Monster Brewing550 Vandalia St Ste 160 Saint Paul, MN 55114-1997 | MapPhone: (612) 964-6288Type: Micro",2018-08-20
"
						Lake of the Woods Brewing Company Williams, MN 56686-4652Phone: 807-468-2337Type: PlanningGreater than 25% ownership by Lake of the Woods Brewing Company.",2018-08-20
"
						Lake Placid Pub and Brewery813 Mirror Lake Dr Lake Placid, NY 12946-3829 | MapPhone: (518) 523-3813Type: Brewpubwww.ubuale.com",2018-08-20
"
						Lake Rat Brewing108 S Main St Celina, OH 45822 | MapPhone: (419) 733-1830Type: Brewpubwww.lakeratbrewing.com",2018-08-20
"
						Lake St Brewing Oak Park, IL 60302-1355Phone: (773) 251-2125Type: Planning",2018-08-20
"
						Lake St George Brewing Company4 Marshall Shore Rd Liberty, ME 04949 | MapPhone: (207) 589-3031Type: Microwww.lakestgeorgebrewing.comGreater than 25% ownership by Monhegan Brewing Co., which is a craft brewer.",2018-08-20
"
						Lake Stevens Brewing Company2010 Grade Rd Lake Stevens, WA 98258-9182 | MapPhone: (360) 524-3678Type: Micro",2018-08-20
"
						Lake Superior Brewing CoN-14283 Lake Avenue Grand Marais, MI 49839 | MapPhone: (906) 494-2337Type: Brewpubwww.grandmaraismichigan.com/LSBC",2018-08-20
"
						Lake Superior Brewing Co2711 W Superior St Ste 204 Duluth, MN 55806-1893 | MapPhone: (218) 723-4000Type: Microwww.lakesuperiorbrewing.com",2018-08-20
"
						Lake Tahoe AleWorX2050 Lake Tahoe Blvd South Lake Tahoe, CA 96150-6404 | MapPhone: (530) 600-0442Type: Microwww.laketahoealeworx.com",2018-08-20
"
						Lake Texoma Lodge And Resort3263 US 70 Mead, OK 73449-5020 | MapPhone: (583) 931-0100Type: BrewpubLaketexomalodge.com",2018-08-20
"
						Lake Time Brewery801 Main Ave Ste C Clear Lake, IA 50428-1919 | MapPhone: (641) 357-2040Type: Microwww.laketimebrewery.com",2018-08-20
"
						Lake Tribe Brewing3357 Garber Dr Unit 4 Tallahassee, FL 32303-1123 | MapType: Microwww.laketribebrewing.com",2018-08-20
"
						Lake Zurich Brewing Company932 Donata Ct Lake Zurich, IL 60047-5025 | MapType: Micro",2018-08-20
"
						Lakefront Brewery Inc1872 N Commerce St Milwaukee, WI 53212-3701 | MapPhone: (414) 372-8800Type: Regionalwww.lakefrontbrewery.com",2018-08-20
"
						Lakes & Legends Brewing Company1368 Lasalle Ave Minneapolis, MN 55403-2316 | MapPhone: (612) 999-6020Type: Microwww.lakesandlegends.com",2018-08-20
"
						Lakeville Brewing Co., LLC8790 Upper 208th Street W Lakeville, MN 55044 | MapPhone: (952) 469-2739Type: Brewpubwww.lakevillebrewing.com",2018-08-20
"
						Lakewood Brewing Co2302 Executive Dr Garland, TX 75041-6121 | MapPhone: (972) 864-2337Type: Microwww.lakewoodbrewing.com",2018-08-20
"
						Lamplighter Brewing Co.284 Broadway Cambridge, MA 02139-1808 | MapPhone: (617) 945-0450Type: Microwww.lamplighterbrewing.com",2018-08-20
"
						Lancaster Brewing Co302 N Plum St # 304 Lancaster, PA 17602-2402 | MapPhone: (717) 391-6258Type: Microwww.lancasterbrewing.com",2018-08-20
"
						Land Run Craft Brewing Co. El Reno, OK 73036-1019Phone: (405) 626-7176Type: Planning",2018-08-20
"
						Lander Brewing Co148 Main St Lander, WY 82520-3126 | MapPhone: (307) 332-8227Type: Brewpubwww.landerbrewing.com",2018-08-20
"
						Land-Grant Brewing Company424 W Town St Columbus, OH 43215-4040 | MapPhone: (216) 956-2634Type: Microwww.landgrantbrewing.com",2018-08-20
"
						Landlocked Ales3225 S Wadsworth Blvd Unit R Lakewood, CO 80227-5009 | MapPhone: (303) 284-8748Type: Microwww.landlockedales.com",2018-08-20
"
						Landon Winery2508 Lee Street Greenville, TX 75401 | MapPhone: (903) 454-7878Type: Microwww.landonwinery.com",2018-08-20
"
						Lanikai Brewing Co175-C Hamakua Dr Kailua, HI 96734 | MapType: Micro",2018-08-20
"
						Lansing Brewing Company518 E Shiawassee St Lansing, MI 48912-1214 | MapPhone: (517) 599-6001Type: Brewpub",2018-08-20
"
						Lantern Brewing938 N 95th St Seattle, WA 98103-3206 | MapPhone: (206) 729-5350Type: Microwww.lanternbrewing.com",2018-08-20
"
						LaOtto Brewing LLC202 S Main St Laotto, IN 46763-4800 | MapPhone: (260) 897-3360Type: Brewpub",2018-08-20
"
						Larboard Beer ,  Type: Contractwww.larboardbeer.com",2018-08-20
"
						Lariat Lodge Brewing27618 Fireweed Dr Evergreen, CO 80439-8462 | MapPhone: (303) 674-1842Type: Brewpubwww.LariatLodgeBrewing.com",2018-08-20
"
						Lark Brewing3295 University Ave Waterloo, IA 50701-2003 | MapPhone: (319) 238-5275Type: Brewpubwww.larkbrewing.com",2018-08-20
"
						Las Cazuelas Brewing4051 Sara Rd SE Rio Rancho, NM 87124-1031 | MapPhone: (505) 994-9364Type: Brewpubwww.cazuelasmexicangrill.com",2018-08-20
"
						Lassen Ale Works @ The Pioneer Saloon724 Main St Susanville, CA 96130-4372 | MapPhone: (530) 257-7666Type: Brewpubwww.lassenaleworks.com",2018-08-20
"
						Last Call Brewing Company944 Shepard Ct Ste C Oakdale, CA 95361-7785 | MapPhone: (888) 512-5592Type: Microwww.lastcallbrewing.com",2018-08-20
"
						Last Days of Autumn Brewing808 E Magnolia Ave Knoxville, TN 37917-7637 | MapPhone: (865) 202-4298Type: Brewpubwww.lastdaysofautumn.com",2018-08-20
"
						Last Frontier Brewing Company238 N Boundary St Wasilla, AK 99654-7127 | MapPhone: (907) 357-7200Type: Brewpub",2018-08-20
"
						Last Name Brewing2120 Porterfield Way Upland, CA 91786-2111 | MapPhone: (909) 579-0032Type: Microwww.lastnamebrewing.com",2018-08-20
"
						Last Stand Brewing Company12345 Pauls Valley Rd Austin, TX 78737-9615 | MapPhone: (512) 373-3629Type: Microwww.laststandbrewing.com",2018-08-20
"
						Last Wave Brewing Co601 Bay Ave Point Pleasant Beach, NJ 08742-2536 | MapPhone: (732) 903-5278Type: Microwww.lastwavebrewing.com",2018-08-20
"
						Lasting Brass Craft Brewing1864 Watertown Ave Oakville, CT 06779-1754 | MapPhone: (860) 417-2581Type: Microwww.lastingbrass.com",2018-08-20
"
						Latchkey Brewing Company1795 Hancock St Mission Brewery PlazaSan Diego, CA 92110-2006 | MapPhone: (916) 555-1212Type: Microwww.latchkeybrew.com",2018-08-20
"
						Latitude 33 Brewing Co1430 Vantage Ct Ste 104 Vista, CA 92081-8545 | MapPhone: (760) 410-6333Type: Microwww.latitude33brewing.com",2018-08-20
"
						Latitude 427842 Portage Rd Attn: Scott FreitasPortage, MI 49002-4472 | MapPhone: (269) 459-4242Type: Brewpubwww.latitude42brewingco.com",2018-08-20
"
						LauderAle3305 SE 14th Ave Bldg 4 Fort Lauderdale, FL 33316-4212 | MapPhone: (954) 653-9711Type: Microwww.lauderale.co",2018-08-20
"
						Laughing Crow Beer7 Austin Rd Amherst, NH 03031 | MapType: Micro",2018-08-20
"
						Laughing Dog Brewing805 Schweitzer Plaza Dr Ponderay, ID 83852-9823 | MapPhone: (208) 263-9222Type: Microwww.laughingdogbrewing.com",2018-08-20
"
						Laughing Monk Brewing1439 Egbert Ave Unit A San Francisco, CA 94124-3221 | MapPhone: (415) 890-5970Type: Microwww.laughingmonkbrewing.com",2018-08-20
"
						Laughing Sun BrewingPO Box 1194 Bismarck, ND 58502-1194 | MapPhone: (701) 391-2849Type: Microwww.laughingsunbrewing.com",2018-08-20
"
						Laughinghouse Brewing Nashua, NH 03060-5143Type: Planning",2018-08-20
"
						Launch Pad Brewery884 S Buckley Rd Aurora, CO 80017-3174 | MapPhone: (720) 878-2627Type: Microwww.launchpadbrewery.com",2018-08-20
"
						Laurel Highlands Brewing21 Enamel St Uniontown, PA 15401- | MapPhone: (724) 880-5497Type: Microwww.laurelhighlandsbrewing.com",2018-08-20
"
						Laurelwood Public House & Brewery - SE Portland6716 SE Milwaukie Ave Portland, OR 97202-5618 | MapPhone: (503) 943-6157Type: BrewpubGreater than 25% ownership by Laurelwood Public House and Brewery - NE, which is a craft brewer.",2018-08-20
"
						Laurelwood Public House and Brewery - NE5115 NE Sandy Blvd Portland, OR 97213-2525 | MapPhone: (503) 282-0622Type: Microlaurelwoodbrewingco.com",2018-08-20
"
						Laurelwood Public House and Brewery - NE14300 NE 145th St Woodinville, WA 98072-6950 | MapPhone: (425) 483-3232Type: ProprietorGreater than 25% ownership by Laurelwood Public House and Brewery - NE, which is a craft brewer.",2018-08-20
"
						Lava Rock Brewing Company2220 Unser Blvd Albuquerque, NM 87120 | MapPhone: (505) 836-1022Type: Brewpubwww.lavarockbrewpub.com",2018-08-20
"
						Lavery Brewing Co128 W 12th St Erie, PA 16501-1750 | MapPhone: (814) 454-0405Type: Microwww.laverybrewing.com",2018-08-20
"
						Lawless Brewing Los Angeles, CA 90068-1436Phone: (818) 456-7345Type: Planningwww.lawlessbeer.com",2018-08-20
"
						Lawrence Beer Company826 Pennsylvania St Lawrence, KS 66044-2754 | MapPhone: (785) 856-0453Type: Brewpubwww.lawrencebeerco.com",2018-08-20
"
						Lawson's Finest Liquids Warren, VT 05674Phone: (802) 496-4677Type: Microwww.lawsonsfinest.com",2018-08-20
"
						Laxton Hollow Brewing Works302 E Main St Mansfield, OH 44904-1300 | MapPhone: (419) 525-2842Type: Microwww.laxtonhollow.com",2018-08-20
"
						Lazarus Brewing Company1902 E 6th St Austin, TX 78702-3402 | MapType: Brewpubwww.lazarusbrewing.com",2018-08-20
"
						Lazlo's Brewery & Grill - Haymarket210 N 7th St Lincoln, NE 68508-1301 | MapPhone: (402) 434-5636Type: BrewpubGreater than 25% ownership by Empyrean Brewing Co, which is a craft brewer.",2018-08-20
"
						Lazy Beach Brewing7522 Bichon Dr 100Corpus Christi, TX 78414-3910 | MapPhone: (361) 693-5347Type: Microlazybeachbrewing.com",2018-08-20
"
						Lazy Boy Brewing715 100th St SE Ste A1 Everett, WA 98208-3762 | MapPhone: (425) 423-7700Type: Microwww.lazyboybrewing.com",2018-08-20
"
						Lazy Duck Brewing1723 Rogers Ave Ste E San Jose, CA 95112-1124 | MapType: Microwww.lazyduckbrewing.com",2018-08-20
"
						Lazy Hiker Brewing Co.188 W Main St Franklin, NC 28734-2949 | MapPhone: (828) 349-2337Type: Microwww.lazyhikerbrewing.com",2018-08-20
"
						Lazy Horse Brewing211 Road 20 Ohiowa, NE 68416-3005 | MapPhone: (402) 314-5266Type: Brewpublazyhorsebrewing.com",2018-08-20
"
						Lazy Loon Brewing Co8750 County Road 43 Chaska, MN 55318-9358 | MapPhone: (952) 467-3500Type: Microwww.lazyloonbrewing.com",2018-08-20
"
						Lazy Magnolia Brewing Co, LLC7030 Roscoe Turner Rd Kiln, MS 39556-8000 | MapPhone: (228) 467-2727Type: Microwww.lazymagnolia.com",2018-08-20
"
						Lazy Monk Brewing320 Putnam St Unit 4 Eau Claire, WI 54703-3896 | MapPhone: (715) 271-0848Type: Microwww.lazymonkbrewing.com",2018-08-20
"
						Lazy Tree Ranch Brewing1431 County Road 264 Bertram, TX 78605 | MapPhone: (512) 508-8697Type: Micro",2018-08-20
"
						LazyG Brewhouse Prescott, AZ 86303-4270Phone: (480) 695-1218Type: Planning",2018-08-20
"
						Le Chien Brewing Company Greenwell Springs, LA 70739Type: Planningwww.lechien.beer",2018-08-20
"
						Lead Dog Brewing415 E 4th St Reno, NV 89512-3315 | MapPhone: (775) 391-5110Type: Microwww.leaddogbrewing.com",2018-08-20
"
						Leadfoot Brewing Chicopee, MA 01020-2216Phone: (203) 910-5324Type: Planningwww.leadfootbrewing.com",2018-08-20
"
						Leaf & Hive Santa Fe, NM 87507-6203Phone: (602) 448-1294Type: Planningwww.leafandhive.com",2018-08-20
"
						Lean Horse Productions600 Meier Ave Spearfish, SD 57783-1991 | MapPhone: (605) 641-3534Type: Contract",2018-08-20
"
						Leaning Cask Brewing Co850 Pittsburgh St Springdale, PA 15144-1623 | MapPhone: (724) 715-7539Type: Microwww.leaningcaskbrewing.com",2018-08-20
"
						Leashless Brewing585 E Thompson Blvd Ventura, CA 93001-2826 | MapPhone: (805) 628-9474Type: Microwww.leashlessbrewing.com",2018-08-20
"
						Leaven Brewing Co.11238 Boyette Rd Riverview, FL 33569-8009 | MapPhone: (813) 677-7023Type: Microwww.leavenbrewing.com",2018-08-20
"
						Lebanon Valley Craft Brewery Lebanon, PA 17046Phone: (513) 404-8600Type: Planning",2018-08-20
"
						Ledge Hill Brewing Co6700 Main St Westport, NY 12993-2007 | MapPhone: (518) 912-1783Type: Microwww.ledgehillbrewing.com/",2018-08-20
"
						Left Coast Brewing Co.1245 Puerta del Sol San Clemente, CA 92673-6310 | MapPhone: (949) 361-9972Type: Microwww.leftcoastbrewing.com",2018-08-20
"
						Left Coast Brewing Co. Tasting Room Smokehouse Distillery6652 Irvine Center Dr Irvine, CA 92618 | MapPhone: (949) 361-9972Type: BrewpubGreater than 25% ownership by Left Coast Brewing Co., which is a craft brewer.",2018-08-20
"
						Left Hand Brewing Company1265 Boston Ave Longmont, CO 80501-5809 | MapPhone: (303) 772-0258Type: Regionalwww.lefthandbrewing.com",2018-08-20
"
						Left Nut Brewing Co2100 Atlanta Rd Gainesville, GA 30504-7168 | MapPhone: (678) 827-6678Type: Microwww.leftnutbrewing.com",2018-08-20
"
						Lefty's Brewing Co301 Wells St Greenfield, MA 01301 | MapPhone: (413) 648-6111Type: Microwww.leftysbrew.com",2018-08-20
"
						Legacy Ale Works Jacksonville, FL 32258Phone: (904) 325-3195Type: Planningwww.legacyaleworks.com",2018-08-20
"
						Legacy Brewing Company363 Airport Rd Oceanside, CA 92058-1203 | MapPhone: (760) 705-3221Type: Microwww.legacybrewingco.com",2018-08-20
"
						Legacy Caribbean Craft Brewery13416 NW 38th Ct Opa Locka, FL 33054-4506 | MapPhone: (786) 681-6572Type: MicroWww.legacyccb.com",2018-08-20
"
						Legal Draft Beer Company500 E Division St Arlington, TX 76011-7212 | MapPhone: (817) 962-2210Type: Microwww.legaldraftbeer.com",2018-08-20
"
						Legal Remedy Brewing129 Oakland Ave Rock Hill, SC 29730-4019 | MapPhone: (803) 324-2337Type: Brewpubwww.legalremedybrewing.com",2018-08-20
"
						Legend Brewing Co321 W 7th St Richmond, VA 23224-2307 | MapPhone: (804) 232-8871Type: Microwww.legendbrewing.com",2018-08-20
"
						Legend Brewing Co1 High St Portsmouth, VA 23704-3814 | MapPhone: (804) 232-8871Type: BrewpubGreater than 25% ownership by Legend Brewing Co, which is a craft brewer.",2018-08-20
"
						LegenDairy Maple Williamstown, VT 05679-9321Phone: (802) 371-8545Type: Planning",2018-08-20
"
						Legends Brewhouse and Eatery (#1)2840 Shawano Ave Green Bay, WI 54313-6725 | MapPhone: (920) 662-1111Type: Brewpubwww.legendseatery.com",2018-08-20
"
						Legends Brewhouse and Eatery (#2)875 Heritage Rd de Pere, WI 54115-3148 | MapPhone: (920) 336-8036Type: Brewpubwww.legendseatery.comGreater than 25% ownership by Legends Brewhouse and Eatery (#1), which is a craft brewer.",2018-08-20
