"name","brewery_type","address","address2","phone","website","pull_date","city","state","state_full","HD01_S023","HD02_S023"
"Kind Beer Distributing","Contract","6014 McDaniel Ln Ste C","Charlotte, NC 28213-7351","(910) 515-4140","www.kindbeers.com","2018-09-12","Charlotte","NC","North Carolina",6835727,71.7
"Kindred Beer","Micro","750 Cross Pointe Rd Unit I and J","Columbus, OH 43230","(614) 626-4341","www.kindredbeer.com","2018-09-12","Columbus","OH","Ohio",8305392,72
"Kindred Beer","Micro","505 Morrison Rd","Columbus, OH 43230","(614) 528-4341","NA","2018-09-12","Columbus","OH","Ohio",8305392,72
"Kindred Brewing","Planning","","Columbus, OH 43214","NA","NA","2018-09-12","Columbus","OH","Ohio",8305392,72
"Kindred Spirit Brewing","Brewpub","12830 West Creek Pkwy Ste J","Richmond, VA 23238-1126","(804) 708-0309","www.kindredspiritbrewing.com","2018-09-12","Richmond","VA","Virginia",5799894,72.5
"Kinematic Brewing Company","Micro","635 State Highway 46 E Ste 207","Boerne, TX 78006-6010","NA","NA","2018-09-12","Boerne","TX","Texas",17154807,68.2
"Kinetic Brewing Company","Brewpub","735 W Lancaster Blvd","Lancaster, CA 93534-3118","(661) 942-2337","www.kineticbrewing.com","2018-09-12","Lancaster","CA","California",26228272,70.4
"King Canary Brewing Company","Micro","562 Williamson Rd","Mooresville, NC 28117-9186","NA","www.kingcanarybrewing.com","2018-09-12","Mooresville","NC","North Carolina",6835727,71.7
"King Cong Brewing Company","Micro","1709 del Paso Blvd","Sacramento, CA 95815-3016","(916) 514-8041","NA","2018-09-12","Sacramento","CA","California",26228272,70.4
"King Fox Brewery","Planning","","Hialeah, FL 33014-5231","NA","NA","2018-09-12","Hialeah","FL","Florida",14030290,74.6
"King Harbor Brewing Co","Micro","2907 182nd St","Redondo Beach, CA 90278-3922","(310) 542-8657","www.kingharborbrewing.com","2018-09-12","Redondo Beach","CA","California",26228272,70.4
"King Street Brewing Co","Micro","9050 King Street","Anchorage, AK 99515","(907) 336-5464","www.kingstreetbrewing.com","2018-09-12","Anchorage","AK","Alaska",491763,69.2
"Kingdom Brewing","Micro","1876 Vt Route 105","Newport, VT 05855-9915","(802) 334-7096","www.kingdombrewingvt.com","2018-09-12","Newport","VT","Vermont",465053,74.3
"Kings & Convicts Brewing","Micro","523 Bank Ln","Highwood, IL 60040-1303","(224) 619-8102","www.kingsandconvicts.com","2018-09-12","Highwood","IL","Illinois",9154497,71.3
"Kings Brewing Company","Micro","8560 Vineyard Ave Ste 301","Rancho Cucamonga, CA 91730-4395","(909) 727-3333","www.kingsbrewingco.com","2018-09-12","Rancho Cucamonga","CA","California",26228272,70.4
"Kings County Brewers Collective","Micro","381 Troutman St","Brooklyn, NY 11237-2613","(718) 288-2891","www.kcbcbeer.com","2018-09-12","Brooklyn","NY","New York",14187508,73.2
"King's Court Brewing Company","Micro","40 Cannon St Ste 1","Poughkeepsie, NY 12601","NA","NA","2018-09-12","Poughkeepsie","NY","New York",14187508,73.2
"Kings River Brewing Company","Planning","","Clovis, CA 93612-2825","(559) 906-0615","www.kingsriverbrewing.com","2018-09-12","Clovis","CA","California",26228272,70.4
"King's Road Brewing Company","Micro","127 Kings Highway East","Haddonfield, NJ 08033","(856) 427-8100","www.kingsroadbrewing.com","2018-09-12","Haddonfield","NJ","New Jersey",6391930,72.7
"Kingston Standard Brewing Co.","Planning","","Kingston, NY 12401","NA","www.kingstonstandard.com","2018-09-12","Kingston","NY","New York",14187508,73.2
"Kinkaider Brewing Co","Micro","43860 Paulsen Rd","Broken Bow, NE 68822-7120","(308) 872-8348","www.kinkaiderbrewing.com","2018-09-12","Broken Bow","NE","Nebraska",1286989,70.5
"Kinney Creek Brewery","Micro","1016 7th St NW","Rochester, MN 55901-2668","NA","NA","2018-09-12","Rochester","MN","Minnesota",3799982,71.6
"Kinslahger Brewing Company","Micro","6806 Roosevelt Rd","Oak Park, IL 60304-1905","(844) 552-4437","kinslahger.com","2018-09-12","Oak Park","IL","Illinois",9154497,71.3
"Kinsmen Brewing","Micro","409 Canal Street","Milldale, CT 06467","860-578-4778","www.kinsmenbrewing.com","2018-09-12","Milldale","CT","Connecticut",2610182,73
"Kirkwood Station Brewing","Brewpub","105 E Jefferson Ave","Kirkwood, MO 63122-4025","(314) 966-2739","www.kirkwoodstationbrewing.com","2018-09-12","Kirkwood","MO","Missouri",4300988,71.8
"Kismet Brewing Company","Planning","","Westfield, MA 01085","(978) 995-7711","www.kismetbrewing.com","2018-09-12","Westfield","MA","Massachusetts",4825238,73.7
"Kite Hill Brewing Company","Planning","",NA,"(864) 650-2762","NA","2018-09-12",NA,NA,NA,NA,NA
"Kitzingen Brewery","Brewpub","1760 44th St SW Ste 8","Wyoming, MI 49519-6422","(616) 805-5077","www.Kitzingen-Brewery.com","2018-09-12","Wyoming","MI","Michigan",7085405,71.7
"Klamath Basin Brewing Co","Brewpub","1320 Main St","Klamath Falls, OR 97601-5914","(541) 273-5222","www.kbbrewing.com","2018-09-12","Klamath Falls","OR","Oregon",2806429,73.3
"Klaus Brewing Company","Planning","","Houston, TX 77065","(713) 498-5004","www.klausbrewing.com","2018-09-12","Houston","TX","Texas",17154807,68.2
"Klockow Brewing Company","Micro","36 SE 10th St","Grand Rapids, MN 55744-3947","(218) 999-7229","www.klockowbrewing.com","2018-09-12","Grand Rapids","MN","Minnesota",3799982,71.6
"Klondike Brewing Company","Brewpub","365 2nd Ave","Skagway, AK 99840","(907) 983-2778","www.klondikebeer.com","2018-09-12","Skagway","AK","Alaska",491763,69.2
"Klooz Brewz","Planning","",NA,"(317) 801-2289","NA","2018-09-12",NA,NA,NA,NA,NA
"Knee Deep Brewing Co.","Regional","13395 New Airport Rd Ste H","Auburn, CA 95602-7419","(530) 797-4677","www.kneedeepbrewing.com","2018-09-12","Auburn","CA","California",26228272,70.4
"Knotty Brewing Co.","Micro","842 Market St","San Diego, CA 92101-6425","(619) 269-4337","www.knottybrewing.com","2018-09-12","San Diego","CA","California",26228272,70.4
"Knotty Pine Brewing","Brewpub","1765 W 3rd Ave","Columbus, OH 43212-2769","(614) 817-1515","www.knottypinebrewing.net","2018-09-12","Columbus","OH","Ohio",8305392,72
"Knox County Brewing Co.","Planning","","Galesburg, IL 61401","(512) 652-8793","www.knoxcobrewco.com","2018-09-12","Galesburg","IL","Illinois",9154497,71.3
"Knucklehead Craft Brewing","Brewpub","426 Ridge Rd","Webster, NY 14580-1793","(585) 347-6236","www.knuckleheadcraftbrewing.com","2018-09-12","Webster","NY","New York",14187508,73.2
"KNURD Brewing Co","Planning","","Oakmont, PA 15139-2171","(304) 550-9439","www.knurdbrewing.com","2018-09-12","Oakmont","PA","Pennsylvania",9331047,73.5
"Knuth Brewing Company","Brewpub","221 Watson St","Ripon, WI 54971-1514","(920) 748-5188","www.knuthbrewingcompany.com","2018-09-12","Ripon","WI","Wisconsin",4104027,72.2
"Kobold Brewing","Micro","245 SW 6th St","Redmond, OR 97756-2108","(541) 678-3884","www.koboldbrewing.com","2018-09-12","Redmond","OR","Oregon",2806429,73.3
"Kodiak Island Brewing Co, LLC","Micro","117 Lower Mill Bay Rd","Kodiak, AK 99615-6580","(907) 486-2537","www.kodiakbrewery.com","2018-09-12","Kodiak","AK","Alaska",491763,69.2
"Koehler Brewing Co","Micro","231 Park St","Grove City, PA 16127-2011","(833) 563-4537","koehlerbrewingcompany.com","2018-09-12","Grove City","PA","Pennsylvania",9331047,73.5
"Kohola Brewery","Micro","910 Honoapiilani Hwy","Lahaina, HI 96761-1507","(808) 868-3198","www.koholabrewery.com","2018-09-12","Lahaina","HI","Hawaii",1003512,73.8
"Koi Pond Brewing Co","Micro","1107 Falls Rd","Rocky Mount, NC 27804-4407","(252) 903-5127","www.koipondbrewing.com","2018-09-12","Rocky Mount","NC","North Carolina",6835727,71.7
"Kokopelli Beer Company","Brewpub","8931 Harlan St","Westminster, CO 80031-2931","(720) 840-6835","www.kokopellibeer.com","2018-09-12","Westminster","CO","Colorado",3595067,71.5
"Kona Brewing Co","Regional","74-5612 Pawai Pl","Kailua Kona, HI 96740-1617","(808) 334-1133","www.konabrewingco.com","2018-09-12","Kailua Kona","HI","Hawaii",1003512,73.8
"Kootenai River Brewing Co","Brewpub","6424 Riverside Street","Bonners Ferry, ID 83805-1901","(208) 267-4677","kootbrew.com","2018-09-12","Bonners Ferry","ID","Idaho",1070097,68.3
"Kopacetic Beer Factory","Brewpub","12195 N US Hwy 421","Monticello, IN 47960","(574) 808-3378","www.kopaceticbeer.com","2018-09-12","Monticello","IN","Indiana",4578226,70.6
"K-Oz Restaurant Brewery","Brewpub","121 7th St","San Francisco, CA 94103-2835","(415) 872-9431","www.kandoz.com","2018-09-12","San Francisco","CA","California",26228272,70.4
"Kozy Yak Brewery & Fresar Winery","Brewpub","197 N Main St","Rosholt, WI 54473-9741","(715) 677-3082","www.kozyyak.com","2018-09-12","Rosholt","WI","Wisconsin",4104027,72.2
"Krafty Draft Brew Pub","Brewpub","269 Charter Oak Rd","Lexington, SC 29072-9200","(803) 996-0345","www.draftydraft.com","2018-09-12","Lexington","SC","South Carolina",3327093,71.9
"Krauski's Brewskis / The Hoppy Brewer","Micro","328 N Main Ave","Gresham, OR 97030-7210","(503) 328-8474","www.oregonshoppyplace.com","2018-09-12","Gresham","OR","Oregon",2806429,73.3
"Kretschmann Brewing Company","Micro","9 Frederick St","Webster, MA 01570-2286","(508) 671-7711","kbcbrewery.com","2018-09-12","Webster","MA","Massachusetts",4825238,73.7
"Krikelkay Brewing Company","Planning","","Appomattox, VA 24522-4034","(434) 426-3419","www.krikelkaybrewing.com","2018-09-12","Appomattox","VA","Virginia",5799894,72.5
"Krogh's Brewing, LLC","Planning","","Newton, NJ 07860-2349","(973) 241-5391","www.kroghs.com","2018-09-12","Newton","NJ","New Jersey",6391930,72.7
"Krogh's Restaurant and Brewpub","Brewpub","23 White Deer Plz","Sparta, NJ 07871-1823","(973) 729-8428","www.kroghs.com","2018-09-12","Sparta","NJ","New Jersey",6391930,72.7
"Krootz Brewing Company","Brewpub","315 West Elm St.","Gainesville, TX 76240","(214) 663-5715","www.krootzbrewingcompany.com","2018-09-12","Gainesville","TX","Texas",17154807,68.2
"Kros Strain Brewing Company","Micro","10411 Portal Rd, Ste 102","LaVista, NE 68128-5527","(402) 779-7990","www.krosstrainbrewing.com","2018-09-12","LaVista","NE","Nebraska",1286989,70.5
"Kuhnhenn Brewing Co","Micro","5919 Chicago Rd","Warren, MI 48092-1606","(586) 979-8361","www.kuhnhenn.beer","2018-09-12","Warren","MI","Michigan",7085405,71.7
"Kuhnhenn Clinton Township","Micro","36000 Groesbeck Hwy","Clinton Township, MI 48035-1541","(586) 231-0249","NA","2018-09-12","Clinton Township","MI","Michigan",7085405,71.7
"Kul Brewing","Contract","1106 3rd St S","La Crosse, WI 54601","NA","www.kulbrewing.com","2018-09-12","La Crosse","WI","Wisconsin",4104027,72.2
"Kulshan Brewing Co","Micro","2238 James St","Bellingham, WA 98225-4142","(360) 389-5348","www.kulshanbrewing.com","2018-09-12","Bellingham","WA","Washington",4860559,72.3
"Kulshan Brewing Co - K2","Micro","1538 Kentucky St","Bellingham, WA 98229-4720","(360) 389-5348","NA","2018-09-12","Bellingham","WA","Washington",4860559,72.3
"Künstler Brewing","Brewpub","302 E Lachapelle","San Antonio, TX 78204-1945","(210) 688-4519","www.kuenstlerbrewing.com","2018-09-12","San Antonio","TX","Texas",17154807,68.2
"Kuracali Inc","Proprietor","821 Caminito del Reposo","Carlsbad, CA 92011-2404","(858) 775-6502","www.kuracali.com","2018-09-12","Carlsbad","CA","California",26228272,70.4
"LA Bodega Brewing Co","Planning","","Whittier, CA 90603-1207","NA","LABODEGABREWINGCO.COM","2018-09-12","Whittier","CA","California",26228272,70.4
"La Cabra Brewing","Brewpub","642 Lancaster Ave","Berwyn, PA 19312-1663","(610) 240-7908","www.lacabrabrewing.com","2018-09-12","Berwyn","PA","Pennsylvania",9331047,73.5
"La Conner Brewing Co","Brewpub","117 S 1st St","La Conner, WA 98257","(360) 466-1415","www.laconnerbrewing.com","2018-09-12","La Conner","WA","Washington",4860559,72.3
"La Cumbre Brewing Co","Micro","3313 Girard Blvd NE","Albuquerque, NM 87107-1930","(505) 872-0225","www.lacumbrebrewing.com","2018-09-12","Albuquerque","NM","New Mexico",1449403,70.4
"La Dona Cerveceria","Planning","","Minneapolis, MN 55405","NA","www.dameladona.com","2018-09-12","Minneapolis","MN","Minnesota",3799982,71.6
"La Funke Brewing","Planning","","Bulverde, TX 78163-4156","(210) 460-2083","www.lafunke.com","2018-09-12","Bulverde","TX","Texas",17154807,68.2
"La Jara Brewing Company","Planning","",NA,"(562) 485-8048","NA","2018-09-12",NA,NA,NA,NA,NA
"La Quinta Brewing Co","Micro","77917 Wildcat Dr","Palm Desert, CA 92211-1159","(760) 200-2597","www.laquintabrewing.com","2018-09-12","Palm Desert","CA","California",26228272,70.4
"La Verne Brewing","Micro","2125 Wright Ave Ste C15","La Verne, CA 91750-5816","(909) 596-5804","www.lavernebrewingco.com","2018-09-12","La Verne","CA","California",26228272,70.4
"LAB Brewing Co / Twisted Oak Tavern","Brewpub","30105 Agoura Rd","Agoura Hills, CA 91301-2003","(818) 735-0091","www.twistedoaktavern.pub","2018-09-12","Agoura Hills","CA","California",26228272,70.4
"LABrewatory","Micro","670 N Russell St","Portland, OR 97227-1728","(971) 271-8151","www.thelabrewatory.com","2018-09-12","Portland","OR","Oregon",2806429,73.3
"Labyrinth Brewing Company","Micro","148 Forest St","Manchester, CT 06040-5906","NA","www.LBC.Beer","2018-09-12","Manchester","CT","Connecticut",2610182,73
"Labyrinth Forge Brewing Company","Planning","",NA,"(503) 803-6712","www.labyrinthforge.com","2018-09-12",NA,NA,NA,NA,NA
"Ladd & Lass Brewing","Planning","","Seattle, WA 98122","NA","www.laddandlassbrewing.com","2018-09-12","Seattle","WA","Washington",4860559,72.3
"Lady Justice Brewing Company","Micro","4375 Eaton St","Denver, CO 80212-7308","NA","www.ladyjusticebrewing.com","2018-09-12","Denver","CO","Colorado",3595067,71.5
"Ladyface Ale Companie","Brewpub","29281 Agoura Rd","Agoura Hills, CA 91301-2597","(818) 477-4566","www.ladyfaceale.com","2018-09-12","Agoura Hills","CA","California",26228272,70.4
"Lafayette Brewing Co","Brewpub","622 Main St","Lafayette, IN 47901-1451","(765) 742-2591","www.lafayettebrewingco.com","2018-09-12","Lafayette","IN","Indiana",4578226,70.6
"Lafayette Brewing Co","Brewpub","391 Washington St","Buffalo, NY 14203-2108","(716) 856-0062","www.panamericangrill.com","2018-09-12","Buffalo","NY","New York",14187508,73.2
"Lager Heads Brewing Co.","Micro","325 W Smith Rd","Medina, OH 44256-2352","(330) 721-2337","www.lagerheads.us","2018-09-12","Medina","OH","Ohio",8305392,72
"Lager Heads Smokehouse","Brewpub","2832 Abbeyville Rd","Medina, OH 44256","(330) 725-1947","NA","2018-09-12","Medina","OH","Ohio",8305392,72
"Lagerhaus Brewery & Grill","Brewpub","3438 E Lake Rd","Palm Harbor, FL 34685-2400","(727) 216-9682","www.lagerhausbrewery.com","2018-09-12","Palm Harbor","FL","Florida",14030290,74.6
"Laguna Beach Beer Co","Micro","29851 Aventura","Rancho Santa Margarita, CA 92688-2014","(949) 264-6821","www.lagunabeer.com","2018-09-12","Rancho Santa Margarita","CA","California",26228272,70.4
"Laguna Beach Brewery and Grille","Brewpub","237 Ocean Ave","Laguna Beach, CA 92651-2106","(949) 497-3381","www.lagunabeachbrewery.net","2018-09-12","Laguna Beach","CA","California",26228272,70.4
"Lagunitas Brewing Co","Large","1280 N McDowell Blvd","Petaluma, CA 94954-1113","(707) 769-4495","www.lagunitas.com","2018-09-12","Petaluma","CA","California",26228272,70.4
"Lagunitas Brewing Co","Large","2607 W 17th St","Chicago, IL 60608-1823","(773) 522-2503","www.lagunitas.com","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Lagunitas Chicago","Large","2607 W 17th St","Chicago, IL 60608","(312) 767-9678","NA","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Lagunitas Seattle Taproom and Beer Sanctuary","Brewpub","1550 NW 49th St","Seattle, WA 98107-4731","(206) 784-2230","NA","2018-09-12","Seattle","WA","Washington",4860559,72.3
"Laht Neppur Brewing","Brewpub","444 Preston Ave","Waitsburg, WA 99361-0738","(509) 337-6261","lahtneppur.com","2018-09-12","Waitsburg","WA","Washington",4860559,72.3
"Lake Ann Brewing Co","Micro","6535 First St","Lake Ann, MI 49650-9549","(231) 640-2327","www.lakeannbrewing.com","2018-09-12","Lake Ann","MI","Michigan",7085405,71.7
"Lake Anne Brew House","Micro","11424 Washington Plz W","Reston, VA 20190-4310","(571) 758-2739","www.lakeannebrewhouse.com","2018-09-12","Reston","VA","Virginia",5799894,72.5
"Lake Austin Ales","Planning","","Cedar Park, TX 78613","(512) 964-4630","lakeaustinales.com","2018-09-12","Cedar Park","TX","Texas",17154807,68.2
"Lake Bluff Brewing Company","Micro","16 E Scranton Ave","Lake Bluff, IL 60044-2543","(224) 544-5179","www.lbbrew.com","2018-09-12","Lake Bluff","IL","Illinois",9154497,71.3
"Lake Brewing Co.","Planning","",NA,"(443) 458-133","lakebrewingco.com","2018-09-12",NA,NA,NA,NA,NA
"Lake Brothers Beer Company","Contract","25W275 Woodstock Ct","Naperville, IL 60540-3427","(630) 258-3938","www.lakebrothersbeer.com","2018-09-12","Naperville","IL","Illinois",9154497,71.3
"Lake Bums BrewCo, LLC.","Micro","112 Parrothead Ln","Pontiac, MO 65729-7134","(417) 293-6684","www.lakebumsbrewco.com","2018-09-12","Pontiac","MO","Missouri",4300988,71.8
"Lake Charlevoix Brewing Company","Brewpub","111 Bridge Park Dr","Charlevoix, MI 49720-1397","(231) 437-3220","www.lakecharlevoixbrewing.com","2018-09-12","Charlevoix","MI","Michigan",7085405,71.7
"Lake Chelan Brewing Co","Micro","50 Wapato Way Suite D","Manson, WA 98831","(509) 687-4444","lakechelanmicrobrewery.com","2018-09-12","Manson","WA","Washington",4860559,72.3
"Lake City Brewing Company","Brewpub","130 Bluff St","Lake City, CO 81235","(970) 944-5222","www.lcbrewco.com","2018-09-12","Lake City","CO","Colorado",3595067,71.5
"Lake Drum Brewing","Micro","16 E Castle St","Geneva, NY 14456-2400","(315) 789-1200","www.lakedrumbrewing.com","2018-09-12","Geneva","NY","New York",14187508,73.2
"Lake Effect Brewing Company","Micro","4727 W Montrose Ave","Chicago, IL 60641-1504","(312) 919-4473","www.lakeeffectbrewing.com","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Lake Gaston Brewing Company","Brewpub","124 Hay St","Fayetteville, NC 28301-5650","(910) 779-0444","www.lakegastonbrew.com","2018-09-12","Fayetteville","NC","North Carolina",6835727,71.7
"Lake George Beer Hub","Micro","1043 State Route 9","Queensbury, NY 12804-1374","(518) 223-0372","www.lakegeorgebrewingcompany.com","2018-09-12","Queensbury","NY","New York",14187508,73.2
"Lake Louie Brewing Co","Micro","7556 Pine Rd","Arena, WI 53503-9236","(608) 753-2675","www.lakelouie.com","2018-09-12","Arena","WI","Wisconsin",4104027,72.2
"Lake Monster Brewing","Micro","550 Vandalia St Ste 160","Saint Paul, MN 55114-1997","(612) 964-6288","NA","2018-09-12","Saint Paul","MN","Minnesota",3799982,71.6
"Lake of the Woods Brewing Company","Planning","","Williams, MN 56686-4652","807-468-2337","NA","2018-09-12","Williams","MN","Minnesota",3799982,71.6
"Lake Placid Pub and Brewery","Brewpub","813 Mirror Lake Dr","Lake Placid, NY 12946-3829","(518) 523-3813","www.ubuale.com","2018-09-12","Lake Placid","NY","New York",14187508,73.2
"Lake Rat Brewing","Brewpub","108 S Main St","Celina, OH 45822","(419) 733-1830","www.lakeratbrewing.com","2018-09-12","Celina","OH","Ohio",8305392,72
"Lake St Brewing","Planning","","Oak Park, IL 60302-1355","(773) 251-2125","NA","2018-09-12","Oak Park","IL","Illinois",9154497,71.3
"Lake St George Brewing Company","Micro","4 Marshall Shore Rd","Liberty, ME 04949","(207) 589-3031","www.lakestgeorgebrewing.com","2018-09-12","Liberty","ME","Maine",999994,75.3
"Lake Stevens Brewing Company","Micro","2010 Grade Rd","Lake Stevens, WA 98258-9182","(360) 524-3678","NA","2018-09-12","Lake Stevens","WA","Washington",4860559,72.3
"Lake Superior Brewing Co","Brewpub","N-14283 Lake Avenue","Grand Marais, MI 49839","(906) 494-2337","www.grandmaraismichigan.com/LSBC","2018-09-12","Grand Marais","MI","Michigan",7085405,71.7
"Lake Superior Brewing Co","Micro","2711 W Superior St Ste 204","Duluth, MN 55806-1893","(218) 723-4000","www.lakesuperiorbrewing.com","2018-09-12","Duluth","MN","Minnesota",3799982,71.6
"Lake Tahoe AleWorX","Micro","2050 Lake Tahoe Blvd","South Lake Tahoe, CA 96150-6404","(530) 600-0442","www.laketahoealeworx.com","2018-09-12","South Lake Tahoe","CA","California",26228272,70.4
"Lake Texoma Lodge And Resort","Brewpub","3263 US 70","Mead, OK 73449-5020","(583) 931-0100","Laketexomalodge.com","2018-09-12","Mead","OK","Oklahoma",2653673,70.7
"Lake Time Brewery","Micro","801 Main Ave Ste C","Clear Lake, IA 50428-1919","(641) 357-2040","www.laketimebrewery.com","2018-09-12","Clear Lake","IA","Iowa",2178618,71.5
"Lake Tribe Brewing","Micro","3357 Garber Dr Unit 4","Tallahassee, FL 32303-1123","NA","www.laketribebrewing.com","2018-09-12","Tallahassee","FL","Florida",14030290,74.6
"Lake Zurich Brewing Company","Micro","932 Donata Ct","Lake Zurich, IL 60047-5025","NA","NA","2018-09-12","Lake Zurich","IL","Illinois",9154497,71.3
"Lakefront Brewery Inc","Regional","1872 N Commerce St","Milwaukee, WI 53212-3701","(414) 372-8800","www.lakefrontbrewery.com","2018-09-12","Milwaukee","WI","Wisconsin",4104027,72.2
"Lakes & Legends Brewing Company","Micro","1368 Lasalle Ave","Minneapolis, MN 55403-2316","(612) 999-6020","www.lakesandlegends.com","2018-09-12","Minneapolis","MN","Minnesota",3799982,71.6
"Lakeville Brewing Co., LLC","Brewpub","8790 Upper 208th Street W","Lakeville, MN 55044","(952) 469-2739","www.lakevillebrewing.com","2018-09-12","Lakeville","MN","Minnesota",3799982,71.6
"Lakewood Brewing Co","Micro","2302 Executive Dr","Garland, TX 75041-6121","(972) 864-2337","www.lakewoodbrewing.com","2018-09-12","Garland","TX","Texas",17154807,68.2
"Lamplighter Brewing Co.","Micro","284 Broadway","Cambridge, MA 02139-1808","(617) 945-0450","www.lamplighterbrewing.com","2018-09-12","Cambridge","MA","Massachusetts",4825238,73.7
"Lancaster Brewing Co","Micro","302 N Plum St # 304","Lancaster, PA 17602-2402","(717) 391-6258","www.lancasterbrewing.com","2018-09-12","Lancaster","PA","Pennsylvania",9331047,73.5
"Land Run Craft Brewing Co.","Planning","","El Reno, OK 73036-1019","(405) 626-7176","NA","2018-09-12","El Reno","OK","Oklahoma",2653673,70.7
"Lander Brewing Co","Brewpub","148 Main St","Lander, WY 82520-3126","(307) 332-8227","www.landerbrewing.com","2018-09-12","Lander","WY","Wyoming",403736,71.6
"Land-Grant Brewing Company","Micro","424 W Town St","Columbus, OH 43215-4040","(216) 956-2634","www.landgrantbrewing.com","2018-09-12","Columbus","OH","Ohio",8305392,72
"Landlocked Ales","Micro","3225 S Wadsworth Blvd Unit R","Lakewood, CO 80227-5009","(303) 284-8748","www.landlockedales.com","2018-09-12","Lakewood","CO","Colorado",3595067,71.5
"Landon Winery","Micro","2508 Lee Street","Greenville, TX 75401","(903) 454-7878","www.landonwinery.com","2018-09-12","Greenville","TX","Texas",17154807,68.2
"Lanikai Brewing Co","Micro","175-C Hamakua Dr","Kailua, HI 96734","NA","NA","2018-09-12","Kailua","HI","Hawaii",1003512,73.8
"Lansing Brewing Company","Brewpub","518 E Shiawassee St","Lansing, MI 48912-1214","(517) 599-6001","NA","2018-09-12","Lansing","MI","Michigan",7085405,71.7
"Lantern Brewing","Micro","938 N 95th St","Seattle, WA 98103-3206","(206) 729-5350","www.lanternbrewing.com","2018-09-12","Seattle","WA","Washington",4860559,72.3
"LaOtto Brewing LLC","Brewpub","202 S Main St","Laotto, IN 46763-4800","(260) 897-3360","NA","2018-09-12","Laotto","IN","Indiana",4578226,70.6
"Larboard Beer","Contract","",NA,"NA","www.larboardbeer.com","2018-09-12",NA,NA,NA,NA,NA
"Lariat Lodge Brewing","Brewpub","27618 Fireweed Dr","Evergreen, CO 80439-8462","(303) 674-1842","www.LariatLodgeBrewing.com","2018-09-12","Evergreen","CO","Colorado",3595067,71.5
"Lark Brewing","Brewpub","3295 University Ave","Waterloo, IA 50701-2003","(319) 238-5275","www.larkbrewing.com","2018-09-12","Waterloo","IA","Iowa",2178618,71.5
"Las Cazuelas Brewing","Brewpub","4051 Sara Rd SE","Rio Rancho, NM 87124-1031","(505) 994-9364","www.cazuelasmexicangrill.com","2018-09-12","Rio Rancho","NM","New Mexico",1449403,70.4
"Lassen Ale Works @ The Pioneer Saloon","Brewpub","724 Main St","Susanville, CA 96130-4372","(530) 257-7666","www.lassenaleworks.com","2018-09-12","Susanville","CA","California",26228272,70.4
"Last Call Brewing Company","Micro","944 Shepard Ct Ste C","Oakdale, CA 95361-7785","(888) 512-5592","www.lastcallbrewing.com","2018-09-12","Oakdale","CA","California",26228272,70.4
"Last Days of Autumn Brewing","Brewpub","808 E Magnolia Ave","Knoxville, TN 37917-7637","(865) 202-4298","www.lastdaysofautumn.com","2018-09-12","Knoxville","TN","Tennessee",4580604,72.2
"Last Frontier Brewing Company","Brewpub","238 N Boundary St","Wasilla, AK 99654-7127","(907) 357-7200","NA","2018-09-12","Wasilla","AK","Alaska",491763,69.2
"Last Name Brewing","Micro","2120 Porterfield Way","Upland, CA 91786-2111","(909) 579-0032","www.lastnamebrewing.com","2018-09-12","Upland","CA","California",26228272,70.4
"Last Stand Brewing Company","Micro","12345 Pauls Valley Rd","Austin, TX 78737-9615","(512) 373-3629","www.laststandbrewing.com","2018-09-12","Austin","TX","Texas",17154807,68.2
"Last Wave Brewing Co","Micro","601 Bay Ave","Point Pleasant Beach, NJ 08742-2536","(732) 903-5278","www.lastwavebrewing.com","2018-09-12","Point Pleasant Beach","NJ","New Jersey",6391930,72.7
"Lasting Brass Craft Brewing","Micro","1864 Watertown Ave","Oakville, CT 06779-1754","(860) 417-2581","www.lastingbrass.com","2018-09-12","Oakville","CT","Connecticut",2610182,73
"Latchkey Brewing Company","Brewpub","1795 Hancock St Mission Brewery Plaza","San Diego, CA 92110-2006","(916) 555-1212","www.latchkeybrew.com","2018-09-12","San Diego","CA","California",26228272,70.4
"Latitude 33 Brewing Co","Micro","1430 Vantage Ct Ste 104","Vista, CA 92081-8545","(760) 410-6333","www.latitude33brewing.com","2018-09-12","Vista","CA","California",26228272,70.4
"Latitude 42","Brewpub","7842 Portage Rd Attn: Scott Freitas","Portage, MI 49002-4472","(269) 459-4242","www.latitude42brewingco.com","2018-09-12","Portage","MI","Michigan",7085405,71.7
"LauderAle","Micro","3305 SE 14th Ave Bldg 4","Fort Lauderdale, FL 33316-4212","(954) 653-9711","www.lauderale.co","2018-09-12","Fort Lauderdale","FL","Florida",14030290,74.6
"Laughing Crow Beer","Micro","7 Austin Rd","Amherst, NH 03031","NA","NA","2018-09-12","Amherst","NH","New Hampshire",972077,73.8
"Laughing Dog Brewing","Micro","805 Schweitzer Plaza Dr","Ponderay, ID 83852-9823","(208) 263-9222","www.laughingdogbrewing.com","2018-09-12","Ponderay","ID","Idaho",1070097,68.3
"Laughing Monk Brewing","Micro","1439 Egbert Ave Unit A","San Francisco, CA 94124-3221","(415) 890-5970","www.laughingmonkbrewing.com","2018-09-12","San Francisco","CA","California",26228272,70.4
